ID,TimeCreated,Src,Dst,Category
b153e8b5-06f8-47a2-99e0-ee1f1f25d091,0.006361652562162146,s23,s21,1
46a6a0ff-49ad-4f62-adc6-d35133ae0eea,0.0074272378676085715,s5,s11,0
642feeb8-8bbb-4cf7-a17f-1a9bf2c135ff,0.013138477057109021,s18,s9,0
365b62b0-5456-43f5-9927-43563006f545,0.013239101598133907,s8,s5,0
45da6789-bcae-4467-b0e4-92b8c1e28ea1,0.015196085037979756,s3,s21,0
b557e3e9-a1e0-451f-8443-e56288cd81f3,0.015219613622956096,s10,s23,0
b374ad65-450d-45cb-ad6c-d241a6714f90,0.01537464928871346,s11,s24,0
6197e127-0e5a-471f-a976-199ce39e5387,0.015619181382737768,s12,s1,1
24aa99e8-6161-49fa-8e65-f3509da04614,0.019799491220411358,s1,s0,0
e74033ca-49cc-4fb1-8f69-40c67c537ed2,0.022880664483303725,s12,s7,0
6892228d-ea4c-4671-8374-83d2df2451fc,0.024217774790314284,s24,s19,1
b3311061-6e93-4df7-a7b8-042bcd978ada,0.028027935344262733,s13,s12,0
3f18dcce-4a6a-45a6-aa54-10a596e24fa5,0.028591468421101496,s23,s11,0
7da7e50f-1c49-4c68-8419-ae67f7cd2492,0.03023923402691464,s13,s19,0
391427de-cf40-49fc-88ba-7f161fc61c43,0.030999860765901666,s19,s5,0
44ff3507-2ab8-4945-a9f6-1362daa58657,0.031224724963598405,s23,s18,0
5f403838-1343-4906-94c7-7c5f34044169,0.03179565311950627,s10,s23,0
a0934ebd-26ec-4422-bad2-89cee6ed387d,0.03365097758986835,s11,s1,0
f3aa9f2c-c18b-4ca4-9ebf-cdf7fa22c1bf,0.03744090100707442,s8,s1,0
0224073f-2596-4dce-9136-465e58c40bac,0.04280628688834254,s6,s15,0
c0cfa489-4397-4d89-8034-7fa737b34712,0.046020549184487614,s3,s7,0
2f79c2f2-dbd9-4a80-9250-c3c3fd934c35,0.04855573581429651,s24,s17,0
ca52831b-de4b-4bdc-9d46-e417c20fa4cf,0.050220469515241284,s15,s23,0
bf09408d-18ed-4b73-ac0b-d33eb9ce1deb,0.052581580185703025,s10,s16,0
f2091a7a-a46f-454e-980e-75cf91bea1c6,0.05540969440422394,s1,s6,0
0206ceeb-f7b9-4435-825a-cf400e96595e,0.06813475575789951,s1,s16,0
4734b536-eb48-46b0-8a5e-a29627a6b02e,0.06825701392268879,s15,s16,0
6ea8179e-ca2b-497d-a861-0e7a90b071e3,0.07876907284658241,s12,s18,0
86022921-0efe-49b3-ab97-8de920a08924,0.08024454344503562,s20,s22,0
f7dc3c44-7d55-422f-9f99-2298a5329ca8,0.08064698173160556,s14,s13,0
70c3b4d5-1ccd-4cd7-a594-460aa21ccd61,0.08389242243612571,s4,s17,0
8fff8e75-7d6d-4ec2-acda-5e1d580ebded,0.08448839191156354,s19,s21,0
26b65300-a9f4-44b3-a2ea-266203d830da,0.08557870750262664,s10,s19,1
71e1dc0c-1a33-4f77-a1df-a7efae459797,0.09124328449446395,s12,s2,0
1f150511-cdfd-448f-a4a8-77f688e27728,0.10641701241629198,s1,s19,0
0d4485a6-bf5b-4e01-90bb-747576ed3aa9,0.1098450660377761,s6,s21,1
2c57a4a5-a358-4f32-8608-148826ac44a7,0.1125931542465608,s21,s10,1
ef0dbc7c-1edc-44c8-b9bf-c8577daf042e,0.11501759424211189,s19,s15,0
a34e591a-3368-4112-af66-3b2be5a15c84,0.11732978563332885,s18,s1,1
79d37dca-a585-4e71-8c3d-24e9b69e5c6d,0.11992643993670482,s10,s23,1
21eeb402-a6a9-4350-8fed-fb75e2f806a4,0.12106873656906458,s3,s19,1
21e3f6fd-036c-48d4-a702-aefa138325c8,0.12169314571969858,s20,s16,1
b7c41d7c-9c50-4927-a229-b31007b1ba3e,0.12241372412850948,s20,s15,0
45912ed0-dbe2-44d2-83ea-3bb8e2e2be30,0.12497687877180219,s1,s14,0
99f57bbe-55a4-4bab-bdf9-ee94cd3fa597,0.12598843862253872,s15,s7,0
e2479590-f6d2-4db8-892a-2ee5a3c774ed,0.13936138336914095,s8,s1,1
4d9c882b-b842-4563-9199-8292ad4420dc,0.14141843432415957,s11,s2,0
6dca0569-65bb-43e2-87ab-1b82a77c99d8,0.14207191796782004,s4,s0,1
3ddd545f-053f-4e05-94a0-a0651197cef8,0.14464318473871174,s24,s19,0
f90ac521-5f53-40aa-ab51-89df9e96bf2a,0.14805527066404656,s20,s15,0
595586a7-b4d3-4efb-b9c1-967028ed6678,0.15332168059767293,s20,s11,0
7ddcb8ed-5cf8-467d-a668-976ced635977,0.15496766924214267,s22,s7,0
6afd1347-330a-49be-b8b2-416aa9e0f7a7,0.15566902956477513,s23,s21,1
91f464d6-d9e7-4dfb-bc40-dde5600c5e6b,0.15820457962907586,s0,s1,0
9f621c85-8f76-44be-8adc-8585fe4262ba,0.16412288787424245,s10,s22,0
65423dfa-d68b-446c-a843-41b07999a253,0.16465295837663518,s19,s16,0
e4e7c24d-7cbe-4441-9133-114ffc756fe0,0.16465719221342034,s10,s1,0
3d585c4d-b12b-4486-a417-2b0318889b82,0.16513921983767865,s18,s10,0
e84c69f5-fe03-4873-8226-1fb574ac9883,0.1672809391587089,s10,s5,0
f622b35f-355a-4429-a994-30606aafa65c,0.16905033735956332,s18,s20,0
ccb9fe8c-6fd2-432d-8fc0-5482a9dab669,0.17200119548427928,s15,s22,0
db5f55b9-faab-40a4-9a74-12ca830c4975,0.17226667179166055,s14,s23,0
82a270a7-38f4-401a-867b-e97864e0fec3,0.1750829312930855,s18,s20,1
e52c4921-30e7-40b4-9442-cb33ac1545d2,0.17882848227429538,s14,s22,1
b67fc224-b4a9-44cb-83fe-916cbb5bc7ed,0.17913308687454377,s14,s22,0
4f2a26df-4e1e-4a5a-94e6-9eaff6bbe10e,0.1824831556214206,s8,s17,0
287ef872-41d4-4656-99a7-bf97dfe6963a,0.1842041112986359,s23,s12,0
bb8ef14c-3107-4122-909f-1b420cc85eef,0.18589707506051623,s21,s15,0
ae188282-93df-4241-86cf-3db1a5e49112,0.18684823352624713,s15,s17,0
4790753a-a2b7-4a64-8f8c-23db05ea243f,0.18687309707543198,s15,s18,0
d4e0394e-67ac-4ea4-934e-f7e488c77f4d,0.18867722835088152,s1,s6,0
ffa7b78c-fb1f-4cc1-84f8-88c3df7a4293,0.19057229550390042,s14,s17,0
e85538a0-878a-491f-88c2-2ff98f4512e2,0.19085954207772327,s0,s21,0
a5cf9678-6ee7-4fbd-b874-bbf4b1afc798,0.19810160451379932,s20,s22,0
7194c9e6-b34b-4224-baf8-fea3b55d8518,0.1981533085642484,s10,s11,1
96797e0c-13d2-4939-a1b9-3893f3af92ad,0.19888126497532843,s1,s7,1
