ID,TimeCreated,Src,Dst,Category
0624f77e-aeff-44da-8f32-27f6523ab4e1,0.01508068723970668,s12,s13,0
80196d03-a670-469b-a23c-e9c56ca2c421,0.015778504861503784,s22,s20,0
4ceae58e-2138-4ed5-bdf7-81eadd34c364,0.0166636744758768,s6,s8,0
cecef82a-57cd-4b6b-af93-1bc8c7c5ef8f,0.02581374131818448,s1,s12,0
98ae0a59-4b17-4ca1-a79a-df3b22420bb2,0.028565067059531213,s3,s22,1
e8662fac-1d49-4b1e-9b79-fa8ff6832b11,0.03582096916426236,s17,s11,0
75b2f9bc-6f72-415b-92a9-d6907a70f1b7,0.04178412089482331,s17,s2,0
85d8035b-e4fc-4fc8-8c24-e01c6cc95bdd,0.04380612198483824,s11,s5,0
d6742326-8fc0-4717-bdde-c13f4b0d548b,0.04403404193161675,s18,s17,0
5b16c207-ee49-4a84-9164-327ecab7aa94,0.04504637629584396,s13,s11,0
fb66e155-d50d-4a76-9b28-a58b2bef1e4a,0.04562957427550751,s14,s11,1
33fe2a8e-ad11-4a6e-baad-cc86d52c6455,0.050495304048551404,s13,s22,1
0bd8cea4-8c83-458d-97fe-42de55ab13fa,0.056034603681147654,s5,s11,0
7bf827ba-b1fa-43f2-9067-d999f9e04f9e,0.06604915446384796,s19,s24,0
ae45c17e-6d49-4e00-bfb7-bb3182fc3fcb,0.09000312161696966,s16,s3,1
f5a1c08a-298c-456a-ba57-53e766110561,0.10376782652117811,s4,s8,0
e1ba9e3d-a218-4a50-a526-60c8f740b89c,0.10551102976709936,s1,s12,0
0cb61582-08cd-428e-877c-85d47a5d8958,0.11953906929755265,s9,s6,0
6c5a457b-b3c5-4038-96cf-8242e9bf1056,0.12121626349055692,s6,s11,0
c497ff17-5815-4624-8c77-5d7d81fcbd8e,0.128714023944704,s4,s1,0
a18ec9a3-168a-467b-85e0-82b083cf0c7c,0.12889092610790343,s19,s14,0
27c6634d-59f2-44eb-91a8-0bfa21e2feca,0.1335965188351249,s10,s14,0
fcaf786f-481d-4249-b0be-c6d850055de1,0.1392760066179055,s18,s14,0
ff0784ea-dae2-48f9-8f8d-7b7cce4a80f7,0.14370285284699413,s4,s6,1
2ac742b1-117f-4895-8653-08105358bb77,0.14775742472970244,s3,s8,0
38cc12ee-8d23-44ea-9778-7f76c612ec27,0.1510680015254926,s5,s2,1
bafd7294-c461-45f9-8794-640bd199daa0,0.16730837022146083,s7,s0,0
2ec98491-e991-4324-b87f-106ba62d130c,0.17503438758043588,s4,s19,0
368bda69-7d4e-496d-abf2-4a033d25849b,0.17993769109579594,s1,s20,0
d04606c2-7473-436b-a320-9e5aa87bbe80,0.18040554603176728,s13,s22,0
3b8d7ce3-6526-4393-87cb-1d8ed06fa8b8,0.18101974042182256,s5,s21,0
9308b5d4-fa41-4b64-bf74-e0ed269cebe0,0.1824853633602923,s1,s19,1
dd86d4e5-060f-43bc-934a-24eea0dff263,0.18603164085250956,s16,s8,0
7ddfb456-1550-45bd-8932-cdbe11f455c9,0.2097976283529568,s23,s0,0
9a14172e-bd3a-4793-98c7-754d76b3431c,0.21110358341652358,s17,s16,0
8988995a-cc05-45c7-8ee0-657e4f1f25e4,0.21446292749820062,s3,s0,0
07ef3982-bd52-44fd-b51e-59d22ae0a802,0.21561322688953055,s23,s16,0
c0ddf88a-8cf6-4709-bb0d-5acaf4e60724,0.22641928906770348,s23,s24,1
71d84c89-1d3b-451e-a527-3d284f3f89cc,0.2323040301871937,s15,s12,1
23b77b54-7b9e-4a51-a0b6-b603f684f0a0,0.23800664388126824,s20,s14,0
b7004508-2fc0-4796-82cd-0a44f7a51c29,0.2511252648466691,s19,s20,1
3dafbb69-3fc5-4f1a-b88d-cd16fe00a60e,0.25990307700747817,s18,s19,0
bc7b1ac7-5d78-4885-ad5f-eb696bd8f8b6,0.26488516551932095,s17,s11,0
