Src,Dst,Time,Cost
c0,c1,12.75,10.200000000000001
c1,c0,12.75,10.200000000000001
c0,c2,11.305419054595014,9.044335243676011
c2,c0,11.305419054595014,9.044335243676011
c0,c3,10.982941318244398,8.78635305459552
c3,c0,10.982941318244398,8.78635305459552
c0,c4,9.360822613424528,7.488658090739623
c4,c0,9.360822613424528,7.488658090739623
c1,c2,18.04508243261859,14.436065946094871
c2,c1,18.04508243261859,14.436065946094871
c1,c3,23.351927115336757,18.681541692269406
c3,c1,23.351927115336757,18.681541692269406
c1,c4,11.78187166794818,9.425497334358544
c4,c1,11.78187166794818,9.425497334358544
c2,c3,17.51606405560336,14.012851244482688
c3,c2,17.51606405560336,14.012851244482688
c2,c4,20.330088538911973,16.26407083112958
c4,c2,20.330088538911973,16.26407083112958
c3,c4,15.297058540778355,12.237646832622685
c4,c3,15.297058540778355,12.237646832622685
c0,s3,8.85889383614004,1.7717787672280079
s3,c0,8.85889383614004,1.7717787672280079
c0,s8,4.242640687119285,0.848528137423857
s8,c0,4.242640687119285,0.848528137423857
c0,s17,3.4985711369071804,0.6997142273814361
s17,c0,3.4985711369071804,0.6997142273814361
c0,s19,7.224956747275377,1.4449913494550755
s19,c0,7.224956747275377,1.4449913494550755
c0,s24,2.1633307652783933,0.4326661530556787
s24,c0,2.1633307652783933,0.4326661530556787
c1,s1,13.159027319676785,2.631805463935357
s1,c1,13.159027319676785,2.631805463935357
c1,s7,6.6,1.3199999999999998
s7,c1,6.6,1.3199999999999998
c1,s9,5.692099788303083,1.1384199576606164
s9,c1,5.692099788303083,1.1384199576606164
c1,s10,7.8,1.56
s10,c1,7.8,1.56
c1,s12,10.21763181955584,2.0435263639111683
s12,c1,10.21763181955584,2.0435263639111683
c1,s14,7.224956747275377,1.4449913494550755
s14,c1,7.224956747275377,1.4449913494550755
c1,s20,13.213629327327142,2.6427258654654286
s20,c1,13.213629327327142,2.6427258654654286
c1,s23,9.486832980505138,1.8973665961010275
s23,c1,9.486832980505138,1.8973665961010275
c2,s4,5.3999999999999995,1.08
s4,c2,5.3999999999999995,1.08
c2,s13,7.517978451685,1.503595690337
s13,c2,7.517978451685,1.503595690337
c2,s22,12.369316876852983,2.4738633753705965
s22,c2,12.369316876852983,2.4738633753705965
c3,s5,7.636753236814712,1.5273506473629426
s5,c3,7.636753236814712,1.5273506473629426
c3,s16,7.8230428862431785,1.5646085772486358
s16,c3,7.8230428862431785,1.5646085772486358
c3,s21,6.118823416311341,1.2237646832622682
s21,c3,6.118823416311341,1.2237646832622682
c4,s0,7.323933369440221,1.4647866738880442
s0,c4,7.323933369440221,1.4647866738880442
c4,s2,7.58946638440411,1.5178932768808222
s2,c4,7.58946638440411,1.5178932768808222
c4,s6,16.89615340839447,3.3792306816788935
s6,c4,16.89615340839447,3.3792306816788935
c4,s11,6.627216610312357,1.3254433220624713
s11,c4,6.627216610312357,1.3254433220624713
c4,s15,10.615083607772478,2.123016721554496
s15,c4,10.615083607772478,2.123016721554496
c4,s18,12.713772060250255,2.542754412050051
s18,c4,12.713772060250255,2.542754412050051
s2,s0,11.892854997854805,1.0406248123122954
s0,s2,11.892854997854805,1.0406248123122954
s8,s0,16.64692163734785,1.456605643267937
s0,s8,16.64692163734785,1.456605643267937
s8,s2,22.908513701242168,2.0044949488586896
s2,s8,22.908513701242168,2.0044949488586896
s8,s3,16.70449041425688,1.4616429112474771
s3,s8,16.70449041425688,1.4616429112474771
s9,s1,21.83575050232989,1.9106281689538656
s1,s9,21.83575050232989,1.9106281689538656
s9,s7,2.8844410203711917,0.25238858928247926
s7,s9,2.8844410203711917,0.25238858928247926
s10,s1,16.970562748477143,1.48492424049175
s1,s10,16.970562748477143,1.48492424049175
s10,s7,18.829763673503713,1.647604321431575
s7,s10,18.829763673503713,1.647604321431575
s10,s9,17.977764043395386,1.5730543537970962
s9,s10,17.977764043395386,1.5730543537970962
s11,s0,7.879086241436884,0.6894200461257274
s0,s11,7.879086241436884,0.6894200461257274
s11,s2,4.079215610874228,0.35693136595149494
s2,s11,4.079215610874228,0.35693136595149494
s11,s8,19.75854245636555,1.7288724649319858
s8,s11,19.75854245636555,1.7288724649319858
s12,s1,20.938003725283842,1.8320753259623361
