Src,Dst,Time,Cost
c0,c1,19.99531195055481,15.99624956044385
c1,c0,19.99531195055481,15.99624956044385
c0,c2,16.280740155164935,13.02459212413195
c2,c0,16.280740155164935,13.02459212413195
c0,c3,17.18284027743958,13.746272221951665
c3,c0,17.18284027743958,13.746272221951665
c0,c4,11.792476415070755,9.433981132056605
c4,c0,11.792476415070755,9.433981132056605
c1,c2,14.022303662380159,11.217842929904128
c2,c1,14.022303662380159,11.217842929904128
c1,c3,11.22775578644281,8.982204629154248
c3,c1,11.22775578644281,8.982204629154248
c1,c4,9.192388155425117,7.353910524340094
c4,c1,9.192388155425117,7.353910524340094
c2,c3,21.09650444978978,16.877203559831823
c3,c2,21.09650444978978,16.877203559831823
c2,c4,8.162413858657255,6.529931086925804
c4,c2,8.162413858657255,6.529931086925804
c3,c4,13.10772672891833,10.486181383134664
c4,c3,13.10772672891833,10.486181383134664
c0,s0,12.657013865837392,2.5314027731674784
s0,c0,12.657013865837392,2.5314027731674784
c0,s1,5.43323108288245,1.08664621657649
s1,c0,5.43323108288245,1.08664621657649
c0,s4,9.486832980505138,1.8973665961010275
s4,c0,9.486832980505138,1.8973665961010275
c0,s9,21.13669794457024,4.227339588914049
s9,c0,21.13669794457024,4.227339588914049
c0,s10,12.369316876852983,2.4738633753705965
s10,c0,12.369316876852983,2.4738633753705965
c0,s14,16.321764610482532,3.2643529220965064
s14,c0,16.321764610482532,3.2643529220965064
c0,s22,10.2,2.04
s22,c0,10.2,2.04
c1,s6,4.36806593356831,0.8736131867136622
s6,c1,4.36806593356831,0.8736131867136622
c1,s7,1.697056274847714,0.33941125496954283
s7,c1,1.697056274847714,0.33941125496954283
c1,s11,8.73613186713662,1.7472263734273243
s11,c1,8.73613186713662,1.7472263734273243
c1,s20,4.947726750741192,0.9895453501482385
s20,c1,4.947726750741192,0.9895453501482385
c1,s24,2.1633307652783933,0.4326661530556787
s24,c1,2.1633307652783933,0.4326661530556787
c2,s2,6.489992295835181,1.2979984591670362
s2,c2,6.489992295835181,1.2979984591670362
c2,s3,2.4,0.48
s3,c2,2.4,0.48
c2,s5,6.788225099390856,1.3576450198781713
s5,c2,6.788225099390856,1.3576450198781713
c2,s15,3.4985711369071804,0.6997142273814361
s15,c2,3.4985711369071804,0.6997142273814361
c3,s16,6.997142273814361,1.3994284547628721
s16,c3,6.997142273814361,1.3994284547628721
c3,s21,14.007141035914502,2.8014282071829006
s21,c3,14.007141035914502,2.8014282071829006
c3,s23,14.007141035914502,2.8014282071829006
s23,c3,14.007141035914502,2.8014282071829006
c4,s8,3.0594117081556704,0.6118823416311341
s8,c4,3.0594117081556704,0.6118823416311341
c4,s12,6.708203932499369,1.3416407864998738
s12,c4,6.708203932499369,1.3416407864998738
c4,s13,9.372299611087984,1.8744599222175968
s13,c4,9.372299611087984,1.8744599222175968
c4,s17,9.486832980505138,1.8973665961010275
s17,c4,9.486832980505138,1.8973665961010275
c4,s18,7.517978451685,1.503595690337
s18,c4,7.517978451685,1.503595690337
c4,s19,1.8973665961010275,0.37947331922020555
s19,c4,1.8973665961010275,0.37947331922020555
s1,s0,15.28397853963424,1.3373481222179961
s0,s1,15.28397853963424,1.3373481222179961
s3,s2,7.37563556583431,0.6453681120105021
s2,s3,7.37563556583431,0.6453681120105021
s4,s0,23.255106965997815,2.034821859524809
s0,s4,23.255106965997815,2.034821859524809
s4,s1,19.790907002964772,1.7317043627594175
s1,s4,19.790907002964772,1.7317043627594175
s5,s2,17.618172436436193,1.5415900881881668
s2,s5,17.618172436436193,1.5415900881881668
s5,s3,11.537764081484767,1.009554357129917
s3,s5,11.537764081484767,1.009554357129917
s7,s6,7.2,0.6300000000000001
s6,s7,7.2,0.6300000000000001
s8,s2,19.807069445023917,1.7331185764395929
s2,s8,19.807069445023917,1.7331185764395929
s8,s6,22.126906697502932,1.9361043360315064
s6,s8,22.126906697502932,1.9361043360315064
s9,s0,14.488616221019868,1.2677539193392386
s0,s9,14.488616221019868,1.2677539193392386
s9,s1,23.200000000000003,2.0300000000000002
s1,s9,23.200000000000003,2.0300000000000002
s10,s1,19.807069445023917,1.7331185764395929
s1,s10,19.807069445023917,1.7331185764395929
s10,s4,20.0,1.7500000000000002
s4,s10,20.0,1.7500000000000002
s11,s6,16.876018487783192,1.4766516176810294
s6,s11,16.876018487783192,1.4766516176810294
s11,s7,9.732420048477152,0.8515867542417508
s7,s11,9.732420048477152,0.8515867542417508
s12,s1,23.62371689637344,2.0670752284326763
s1,s12,23.62371689637344,2.0670752284326763
s12,s2,19.266551326067674,1.6858232410309215
s2,s12,19.266551326067674,1.6858232410309215
s12,s3,22.58495074158897,1.9761831898890347
s3,s12,22.58495074158897,1.9761831898890347
s12,s8,12.924395537122809,1.1308846094982459
s8,s12,12.924395537122809,1.1308846094982459
s13,s1,19.349418595916518,1.6930741271426955
s1,s13,19.349418595916518,1.6930741271426955
s13,s2,23.200000000000003,2.0300000000000002
s2,s13,23.200000000000003,2.0300000000000002
s13,s8,16.19876538505327,1.4173919711921612
s8,s13,16.19876538505327,1.4173919711921612
s13,s12,4.308131845707603,0.3769615364994153
s12,s13,4.308131845707603,0.3769615364994153
s14,s10,5.6000000000000005,0.49000000000000005
s10,s14,5.6000000000000005,0.49000000000000005
s15,s2,13.023056476879766,1.1395174417269796
s2,s15,13.023056476879766,1.1395174417269796
s15,s3,7.589466384404111,0.6640783086353598
s3,s15,7.589466384404111,0.6640783086353598
s15,s5,4.664761515876241,0.4081666326391711
s5,s15,4.664761515876241,0.4081666326391711
s17,s2,21.54065922853802,1.8848076824970765
s2,s17,21.54065922853802,1.8848076824970765
s17,s6,15.28397853963424,1.3373481222179961
