ID,TimeCreated,Src,Dst,Category
4943f44f-aaf7-4ed2-9a4b-e7679adf67cb,0.0007903997154179443,s8,s17,0
b39e6810-7f56-4c42-ac3c-ac3c33e050da,0.0045662115730644715,s5,s1,1
2732b39d-9d49-4379-87df-138f13050618,0.0052299521576655295,s15,s18,0
5f154d41-71b3-4e45-8ff9-74aa36d43767,0.006683899970441054,s8,s15,0
f7980e38-9d88-476a-9fee-4fdef6b31163,0.011010700408118357,s1,s18,1
90d448bc-0564-430b-9ec5-c8507924134b,0.011052469285818933,s0,s17,0
402aadcc-96a2-4b28-8776-9ad4586d6d6a,0.011940926409608643,s1,s7,0
e08c4704-d956-4a04-87f8-a7f03ae7b25f,0.012640282482149878,s20,s23,0
324e41e3-3a66-49ee-8dab-50294c248edb,0.01335490399563577,s16,s12,0
b942e367-c576-430e-8213-b779b6d4d0fe,0.020766037137531335,s16,s6,0
04b4b5fe-6c12-48f3-9dec-ae76a801d505,0.02189192429055975,s3,s4,0
230437b0-35d5-4282-bffd-645246210a0f,0.02198982526980986,s1,s14,1
cd5e5790-d6de-42d2-b59e-8679ccbb2687,0.026720014925765145,s4,s0,0
83c4199f-0466-4cf6-a2b7-2d2596693a20,0.027302600544258926,s3,s20,0
bb554687-5f06-4b4e-9d65-03ed27bbebf4,0.02756394220919578,s1,s11,0
d54f73f1-a812-401d-89ff-83bb57c6fa40,0.028856397593489458,s18,s12,0
96045894-9e2a-4459-9143-a1a56745f189,0.02992121684345017,s6,s18,0
3ace0f2f-984e-4f21-9cbc-3767190c37cb,0.03336952396495674,s16,s1,0
03d6e502-621c-416b-b000-59b6e6e87d6d,0.035449246083850916,s7,s18,1
2554ba24-b772-46d5-b9be-c2e556b1d17c,0.03576474511137828,s3,s12,0
18d34cad-cd8f-4bc6-bbb9-139c3b7ab2dc,0.0360701002929078,s5,s10,0
30e5d107-0959-49f7-b2f2-b637ead8187b,0.036824469922351,s18,s6,0
a1955cb5-0cee-4212-ac83-c52f0bb1e535,0.03793286221044667,s0,s4,0
a8100273-24ea-476d-aed1-349db5dfe50f,0.045175565206619694,s0,s14,1
6d27a4f0-d999-45dc-b9a2-867a27d188fa,0.04666366237016106,s1,s19,0
5cd364d9-dd97-4e69-a3b8-83ef62a7d73b,0.04800219179485099,s1,s0,1
13f42d5d-79c9-4cfd-8f9e-cf6df824ee75,0.050902056411051166,s0,s4,1
45e54b0a-1532-4ba1-94f3-de853a892e76,0.05195966929475748,s10,s18,0
f3c28563-7aa5-4531-9c23-aa0aff4344dd,0.052252889649660794,s1,s10,0
bb06ae38-69a5-4fdd-b2c2-7e31b640db05,0.05291421132476115,s9,s4,0
a5319f94-f625-4f44-9472-a220bdaf5057,0.05306881176448197,s3,s2,0
96fc8e82-da51-4e56-9fd0-4d886ba7cfdc,0.05398771619384046,s21,s2,0
c2ee0040-671f-42dd-b3ed-5db791159447,0.05427233613151072,s0,s14,0
59e22918-c9a8-4842-b340-a967dd1a7ded,0.05613264189014,s11,s24,0
977a1b47-6202-4630-97de-6639eeeadd96,0.06095317560961755,s16,s24,0
bbb5ca08-db73-456e-9b8a-0fdaff301d4c,0.06174438155357809,s8,s21,1
c4b2cf0e-a43d-49e9-90a6-0fb97e842f88,0.07053829846602477,s3,s8,0
10af9ca6-cb4f-4c16-9b01-afc3b3494876,0.0708893367843011,s17,s5,1
3f04aab4-e306-4fbd-ad3e-89116e50051c,0.07365143164699717,s9,s12,1
01af4865-7cbb-4901-9067-29a012afebf7,0.07418401043375544,s7,s14,1
a9726fc9-e5da-4fcc-a3aa-32292863da6a,0.07659839042161432,s2,s24,0
4cbb49bf-5945-4805-8e38-998493eb8e99,0.07735401145317677,s16,s11,0
0528ee79-a62f-49d6-9db7-b83b092d3b17,0.07771539647243042,s0,s24,0
094d55ca-52e2-4edd-9a73-e511e08abb20,0.07998704630184372,s10,s24,1
510ab99d-42be-43fa-b32a-63bc753ecfef,0.08307245121114137,s0,s7,0
4f4b7e19-1641-480f-b4a4-602915cc8714,0.08453317530958548,s11,s6,1
9b67b056-e4c6-4d08-bf04-5a491bdf65a3,0.09016567309897106,s8,s3,0
9533fa19-638f-467c-8400-1cb5e71f92f4,0.09053795019553679,s8,s7,0
26b3b997-4945-4799-b899-51dc214eed42,0.0956672353922512,s1,s7,1
45e588a7-0b0e-4672-ad3c-2c010d92380e,0.09810854934185098,s21,s5,1
f053809b-e57e-4243-84f9-4c449ed146c3,0.09882698661816924,s18,s5,0
2b4cd108-39d8-4c1e-a397-ef0a42b84ec4,0.10058467260605752,s1,s6,0
1d1cbd2e-6e15-47d1-b23b-a63aae5a23ff,0.10246058163718352,s16,s10,0
fc27f4ef-8538-4fb5-b717-dddd270057c8,0.10554570282383047,s5,s6,1
4259b430-85b1-46d3-a15d-dc1a3f0c7b91,0.10639202601736075,s8,s18,0
9898f15d-13ba-4ada-8f88-8d5f5dd14a0e,0.11054294072889448,s14,s11,1
7e6433da-e225-4345-aa20-3e48cf7490a1,0.11433644928309317,s2,s21,0
46eaba25-bc59-48f2-8401-8c8e4f6cc83c,0.11669398750467952,s14,s3,0
c552d13e-3f8e-4bc1-a558-61c8270a9942,0.12280285005547142,s5,s14,0
b8543f72-cf85-4c74-b4c7-92d4e47b38e0,0.12374755134805948,s20,s14,1
c1d3b2df-d0ef-4d86-ba75-aa500ea569bc,0.12659887854892604,s0,s2,1
6f7e0516-4859-4650-b866-49186dda275a,0.12710027363329734,s1,s4,0
05d4bfd2-de8b-4fce-a1eb-63e6fb02fc47,0.12781477950004572,s21,s12,0
0824114d-4c38-4285-9b94-005318067a1b,0.1298856921506597,s8,s24,0
398a4f87-bf80-4fdb-8b5e-ebfe2f036a1a,0.1306117338984305,s16,s1,0
589f9640-3625-44e2-88aa-298c03c45353,0.13168023436264464,s16,s7,0
9a186435-cfc8-48d8-8697-8f0e78e3d0a6,0.13917024444547899,s16,s7,1
e81ef045-244a-4dcb-9c99-7035d4a407ec,0.13966578786348283,s16,s12,0
3c52b637-2eb1-4b6b-8080-f14059e4e6e1,0.144823641819678,s0,s12,0
ec6bf7ba-a26e-42b1-9036-4bf0323e54bd,0.15863511651745776,s0,s11,1
d9838c1e-c81b-4f34-b12a-e492a09da633,0.1613147531944783,s5,s4,1
0ab293f7-0aef-477f-9647-01cca182046c,0.1633513206307584,s21,s16,0
4a154eee-fe82-48be-9d79-83f7a6d7ebad,0.1666642516880823,s5,s2,0
53a46933-5dd6-4db2-90c3-cacdc038c0f6,0.17624184437410761,s2,s9,0
76285a9b-9c78-4959-a1ec-0ad477278a51,0.17811000404079813,s4,s12,0
0b3b0f61-7e7b-4158-a9ad-28fe7ae2f548,0.1803042618857278,s12,s14,1
31b79ab3-9815-4df8-8dfc-210c51620d60,0.18819323211222372,s8,s16,0
f6cbdfd6-2f51-42ca-aaf4-1d6774b9f5ac,0.19518349610005314,s20,s7,0
9513ce11-ee24-4378-bd19-a00445bfc0f0,0.1956320557938791,s5,s7,0
51925ee1-8ecb-41dd-bc93-25f7b655b182,0.19851587504610846,s22,s4,1
02fea9a6-5ce2-431e-8b19-0877db435f36,0.19924643750402948,s8,s6,1
8290a636-e817-4978-8517-fb069c4f7ac1,0.2107448377879586,s5,s18,0
3e97b71b-55e8-4d6e-b6dc-7498d3a81b8c,0.21083754440321645,s8,s19,1
bd4f62d8-0c94-4f69-a482-f1b83c84a2f3,0.2127349342303657,s7,s8,1
9cde53cf-f69b-4f90-ba37-73c985df8f7b,0.21866655756750797,s11,s1,1
ebef3cea-71bb-4285-bd2a-b36003e3a087,0.2193080842199846,s1,s2,0
47dd8b7e-b054-458e-a74e-86e73cca3a84,0.21969778693994124,s9,s8,0
a66923b3-e247-4b03-861b-754f4828311c,0.22186590302712306,s8,s24,0
4bde2f9f-cf4c-40ca-9fc7-c85ca72c70e7,0.22473156648325787,s5,s21,0
6e29b237-555d-439b-98c7-7839412f790f,0.2247410838911863,s22,s14,0
060bae1b-37f0-40bd-a19b-514ccf3ef5ca,0.22536505738421297,s20,s21,0
21ab78a7-dd8f-45d6-9029-32bb14f785b1,0.22876266675476886,s3,s9,0
afce5bd9-c6e3-4d8e-86a9-02fb755b32de,0.23094918849357482,s8,s16,0
6666e8cf-d8f3-41c8-958a-39d3fffa4b25,0.23779860395127717,s11,s1,0
032e7e76-135c-4a84-b360-21d714a5563d,0.24026048565100933,s22,s24,0
a034ec86-0268-4d4e-a474-24ffe76b8f82,0.24576492390693616,s7,s14,1
ff694e11-9f5f-44e3-9c47-a9f3223cf287,0.2526537646234974,s4,s14,0
99c6d62b-6b55-4de7-9a17-f6c9893baec1,0.2586638181951253,s21,s18,0
6f393e19-33e0-4905-8292-779b585061eb,0.26332814966504126,s14,s18,0
cfab11de-5127-4b97-bd32-d319683ce0a6,0.2659692589102596,s17,s18,0
d512db85-5f12-42fa-990b-f5c91af19ad6,0.27422953417535245,s5,s11,0
4acfe6d1-7da1-4edb-8ca7-c59c5e7a78c8,0.2788639014698102,s8,s17,1
ccf1493f-dbd1-4029-9761-8612db170b39,0.28266249107619323,s3,s7,0
0f83b9ec-4a83-4a5a-b8b1-5b553f86c512,0.283102633382772,s11,s16,1
edfd3c57-5d79-4b02-827d-1ef45a289c28,0.2846555622112086,s20,s7,0
bf54b125-1620-43e7-a6f1-c0abff669e63,0.28598888591833216,s8,s14,0
19d124f3-33bf-479d-b764-0fc3948e5905,0.2913201509350132,s12,s8,0
a1ab40c8-29b8-444c-9567-9a753e2785bc,0.29204180459913687,s8,s7,0
010ca0ac-2364-41f3-86e7-c2563a481eda,0.29725730301927955,s8,s17,0
846fb280-4377-4b55-af25-c8f20507aed2,0.3070348886224825,s22,s2,0
577a936b-5502-46f9-bce1-9f3cb3953601,0.3149651387063881,s20,s5,1
0612fa55-7a7a-43b1-8be5-414be613bbbe,0.3165932264838638,s18,s5,1
00088fad-f42a-4c8d-ba46-2f418ea6d24b,0.31928030402356367,s18,s20,1
b3bf4c32-380f-47f6-a41a-33948dcdc5f4,0.3205615037269154,s18,s2,1
2f35576c-136e-46da-b6c3-cb1be542760b,0.3206916061722658,s8,s13,0
5f0f0490-c7bd-4520-a8d7-21d028fbd56a,0.3252030308628022,s20,s6,0
27ea9ace-309b-4455-8d5f-d50767c3d2bc,0.3293243476496901,s12,s18,0
8d805845-3a43-40a1-958b-feafc9b971cc,0.3314313505365716,s1,s17,0
d045b6b1-267f-4db7-bf7d-8ee5a3c4e369,0.3317151725961276,s1,s12,0
ed7cfe52-4575-49b4-9471-b47ea17df6f4,0.33539522558113877,s10,s5,1
464c0bd4-cdf2-46c5-a47e-ab7f88787fe2,0.33852502223771186,s18,s12,0
f9b08685-345b-4264-b8ca-debd0f3fa86a,0.339683123831763,s11,s6,0
12d51636-966a-4a22-8823-42be8ca24807,0.34461361898315257,s1,s5,0
dad180c0-f888-46b1-a648-b760702a192e,0.34930543011281756,s21,s24,0
41f06720-65a7-4f16-936d-847c75d5f844,0.3535230803471605,s12,s24,0
0dfb1fe5-f404-44c0-bb6a-33d6d5c02125,0.3536517900507756,s20,s18,0
ce6314dc-d9ba-4d88-bb02-6bf722f5c42d,0.3538157992712243,s12,s21,0
fc013e8e-2907-4f80-b463-a0ffbbd20cee,0.355204485282008,s21,s16,1
95d9e54f-7f0c-46e1-a409-f88584e69d59,0.35786498451822046,s1,s4,0
7829347b-27d7-4234-91ed-10d46047b25d,0.3600134142462088,s5,s18,0
35954f39-02ce-430b-b80b-969f0023ce22,0.36150564450840283,s9,s16,0
c789e2a3-a29b-4a33-8223-5b5530c587b7,0.36444472044412635,s4,s5,0
2993dd15-efde-4b90-a744-c9686ef9b6e9,0.3657142652274836,s15,s0,0
4ce06431-bd77-433a-b60e-cd8012adee58,0.36572874580666204,s1,s5,0
981844ee-dd35-4d05-a61a-da39b0b36945,0.36914676670940905,s21,s10,1
4e4139d1-7530-403b-a1e7-733c02d4914b,0.37804514013242096,s0,s16,0
9067d3a5-729e-489c-bc10-f675cfb6ab81,0.3812280832979198,s16,s5,1
607880aa-21af-4baa-9a84-cf18dbbc8bf8,0.3827838296728818,s9,s0,0
59546b00-dd2c-4961-8dc3-8b22ad6761d3,0.3856099066914713,s0,s22,0
17470d00-577c-4ffa-9337-ea82a7524a42,0.38667246667956245,s12,s22,1
b02d33a6-7ab9-4359-b652-0a7ef9775979,0.38792966621045943,s11,s6,1
91f19044-9722-4ec1-aee0-c6ccbce90807,0.38828220009860104,s21,s6,0
0a7372a8-b3a5-4e81-9d00-211de16ef93f,0.3967571143770474,s16,s18,0
6d66d3e1-7b68-4e83-8c47-3bbc6d823757,0.3969627857930096,s0,s7,0
8341023e-d644-44d7-8fbd-44718060c0f5,0.40140961474364767,s7,s14,0
ab8babb0-1d7d-4502-838d-275ce62c7555,0.4045341248312342,s18,s14,0
ccc79990-11df-4b09-84e7-4890ea7d2be7,0.40587769800894336,s5,s6,1
15d85132-e5a3-4a4d-83ce-5ceec266956e,0.4088622218684206,s3,s10,0
2d0233ef-e721-4517-911f-2dfaf4ad2860,0.4114114752790523,s11,s18,0
a0ea475c-ddc1-4547-a372-07ab9ae3636a,0.41377303446516533,s10,s19,0
f1f966df-41b5-47f5-9754-d2e7c32909eb,0.4143383498231561,s5,s14,1
2afb3c32-a3fc-44c2-b117-0e831e9b020a,0.41520374882038036,s15,s5,0
01911014-584a-4f38-94cc-1c58007ad034,0.42473364192754426,s12,s11,0
a1f87f47-8b4a-4532-907e-76a433f0549d,0.4250026705988459,s5,s6,1
3b74c93f-2ed2-46d4-9a0a-9a17d933f3b0,0.42537809969695006,s5,s9,1
764a3a72-e8a5-4cad-a2dc-b90305dac399,0.42700455999325326,s8,s6,0
eecbc6ca-e78a-47d1-85d9-86b450906c0b,0.4284727627166953,s21,s0,0
