ID,TimeCreated,Src,Dst,Category
9e7ea833-a1f3-47d4-8e74-fc87c60b670a,0.0003127862663956371,s22,s0,0
ea7dccc1-d726-49a8-9417-14c531659cf1,0.000365957894898461,s11,s15,0
d6415f01-27c2-4a4c-a20e-63043db4a366,0.0017305003696717058,s4,s15,1
50724a7d-2f4b-4798-957f-57673c9b8964,0.002207700258669121,s11,s5,0
6e74b8f4-9d0c-49f4-9bfb-86e6345314f9,0.004340402923794784,s20,s21,0
770a5297-b15c-4374-8c98-83704abbcd66,0.005424862601512981,s7,s13,1
16414547-a544-4643-9e1c-b8872dc72aa4,0.005763939301741239,s13,s17,0
7548b6d4-8658-48a1-8198-d9092bdf6b4f,0.0060809451098315925,s11,s13,0
0f75c499-17ae-4070-83fb-1a8c388a9c7f,0.0075719160950509234,s7,s11,1
142c7bd1-d829-4b60-87f6-2ebb61641782,0.007676242950216405,s2,s1,0
8b8a2ddb-0da8-43a0-b7ed-65930f1d4fff,0.007771439686230508,s5,s23,0
207e4aea-a903-46dd-b693-fc2fb6e76f1e,0.008102156755023682,s10,s11,1
881a758c-c53a-4245-ba9c-4afb6b9f6f0c,0.00828565329147457,s8,s14,0
11189ee3-a32d-494b-8edb-b26a33b94df0,0.008868056928979406,s1,s17,1
0fdb75de-ae08-44a9-b8ec-84207462e2c0,0.009356073715152124,s18,s0,0
3b9a4aac-1a2b-4c90-9e8a-7b3fae812a2e,0.009452487265855236,s6,s2,1
941212dc-c0c9-407d-bbb9-5b128b7f8d3f,0.009614810761405579,s2,s6,0
20e16d2e-78e0-4814-af8c-834b26a04059,0.012062718914848336,s0,s1,1
704a1989-ef1f-42a7-8fb7-a24f47b05124,0.013522693317185919,s2,s9,1
177a38b5-4032-4d83-80f8-8f770e8cab23,0.01523273911256462,s22,s16,0
3c4d92db-db3e-4db1-9015-ec73b7ef11c3,0.016826942234056563,s20,s11,1
f8d27fca-5d21-4264-9037-ed04ea4bef97,0.017423450615456915,s7,s15,1
445f3504-2988-48e5-bb2b-653d6be4dfc6,0.018704527798469428,s2,s24,0
bae974b4-8a68-4ad0-80e6-2484fdc5f6e4,0.01894317203155227,s11,s24,0
879f1a4d-1568-4db4-a650-aeaeab5e1168,0.01948705076421753,s5,s4,0
37b781a7-0b33-43fb-87d9-a8a4eae2a28b,0.022399780701833905,s14,s1,0
2838fe08-33e1-419e-8d06-b182667cdf89,0.0234533441347482,s18,s24,0
5df0937d-3ace-44cf-973e-a13bbdd45895,0.024376607925734373,s3,s21,1
0d58b4c5-3343-496e-a0c9-7c06f8802f03,0.02467586727530735,s16,s14,0
1d41ef47-1960-46ec-b9d0-666a449ca2f5,0.024836501099923858,s22,s21,0
3d066efe-30e8-4288-af06-33fa4e3d1544,0.024954928485376726,s0,s24,0
e730155f-f3db-4ebd-ab93-007b232ebf53,0.02523208347906536,s9,s12,1
42608580-8840-4822-84fb-12587e61bcb6,0.025336057612818763,s0,s23,0
b6dccf58-c1df-4526-8091-b22d5fcc8343,0.025709079104067722,s3,s17,0
824f0d52-cd6b-4239-af31-d7752cf27bc2,0.02593318736490602,s8,s6,0
62f6d4a4-b87f-4e12-841f-bfe21943bb3e,0.027397151848061352,s19,s6,0
3bba4a0c-7e50-4651-8b61-67c8534ca71f,0.027906591658684476,s4,s23,0
3405f4c8-d3a4-4691-bcf2-cce76ee57258,0.02870258975815876,s16,s9,1
a1493c3a-d827-42b1-b219-daf27fc5af39,0.02924232300514129,s4,s17,0
2a71864e-02d9-4469-89b5-8608700cf111,0.029916950051168012,s11,s14,1
deff84cb-c016-4427-b1da-08c7666fd3c0,0.030843673240743108,s16,s14,0
82883d0a-ae31-478e-b805-9a35bbb3f516,0.031715501216546205,s7,s5,1
1c705420-d20a-4e9f-a84c-aac76f2a5970,0.033331048716216394,s9,s17,0
58013d04-4c86-4229-b637-7ec9adef4467,0.034919143971959166,s13,s23,0
824ea977-0ea3-4da7-8589-6fec1c0508c6,0.037323577709719835,s2,s19,0
adbad93f-1949-4e48-886f-87da50bfb06d,0.03736326604552165,s22,s11,0
ba1f46a4-efc8-403d-830f-9c49e0d33417,0.03776731203557926,s11,s19,0
29fdb49d-1ed6-483d-91ad-99440a35f484,0.038260318365678,s22,s6,0
2a88948a-4f62-439f-a9c2-b39c0b1682df,0.038467599551219145,s5,s2,0
1140f0d8-53fc-4224-ad14-3584bdde5fac,0.03961004323413464,s14,s16,1
852653dc-ed62-4735-85dd-02ef03c029e7,0.039933355727243214,s15,s17,0
b34cd95b-12b0-4624-95da-6b7dc0fa2bff,0.03994684314449026,s16,s9,0
90a8c784-f7ba-4bbb-b102-fb9f3db0644b,0.04035395703287925,s2,s24,0
facbb322-9485-4a0c-b60a-239643d25015,0.04065636164916864,s13,s12,0
a504f365-7945-40b7-bf29-6055bc097382,0.04086155679269998,s11,s22,1
01a47e75-96a1-42e0-b63d-24085b961a67,0.04091304591640199,s3,s8,0
07b6c48e-4b47-4ec8-836b-d829fd8ff6bd,0.04304535699726797,s1,s5,0
2e9b95a2-9977-49d3-a12b-354ae2949ab6,0.043612108058841415,s6,s24,0
1b9b1653-d6dd-454c-a3c8-48558779712d,0.04658711852566899,s8,s15,0
f09a5a95-18b4-4d7f-ab24-36804a81119b,0.047332857665835615,s5,s0,1
17b704a1-0092-41de-89be-c29c5b1c3259,0.04756697368931517,s16,s12,0
1f38b3d0-bed1-4489-9abc-fcb59da6723f,0.04827664603067161,s16,s1,0
8cd32fbc-8ab5-46ab-83c1-2cb2663b4e9a,0.048772212231861456,s1,s13,0
d6f2c956-1026-4f77-9e3a-b676ccc83339,0.049405929235607715,s6,s2,1
10522771-1277-4458-9a77-a38851ffc05a,0.049547318551781405,s15,s2,0
773004e4-c22b-45ca-95b7-4c4861dec2eb,0.05038439760294411,s9,s3,1
df60ff02-93f1-49e6-b0eb-7218589d363c,0.05100996544792258,s2,s10,1
96b8992f-1d3d-453c-9aa5-f8bac27134fe,0.05127817601149465,s11,s24,0
c364145c-d038-4630-b64a-7f7ba3d5e5e4,0.052072540949761326,s1,s3,0
a4bbf912-047e-4a9c-9144-6a29f8a2d9ee,0.052616215391225296,s16,s9,0
bac7424c-e0ef-4a26-9b9e-cc9717f4c930,0.05294816491542953,s8,s12,0
66e4c0e6-8a1a-48c5-bb30-9c63a7e13d58,0.05325443269966312,s6,s4,1
9cbd8c20-7f22-4063-9dc8-82df242e0f65,0.054717410934570054,s13,s11,0
951c30a5-d4b7-4dff-af7b-331bf250966e,0.0548074864707373,s3,s24,0
eb95b935-f4d8-492d-a81a-0f806539c3e7,0.055734634678358486,s8,s24,0
30c8aa8f-ff7b-4d3f-8408-4b20b40fd623,0.05618900444896546,s3,s17,0
beec4357-ae06-4b4e-8a45-ee1b370d392a,0.05708417744682004,s11,s1,0
fe8b253c-d309-4da3-8645-db0b611b5f9a,0.06021435185235591,s2,s6,0
36dad60d-29c9-4f30-a3db-53581be0bd36,0.06066689863571639,s18,s22,0
c7438c6f-f389-424e-9bd4-eb2423614a48,0.06068698230939518,s2,s13,0
5bb8072d-f4ee-4e6b-a4d8-5dda8a57e748,0.06240763553942186,s24,s23,0
1c76b467-20d4-4588-94d2-a378c5df678c,0.06350930484353334,s16,s6,1
787acba5-9232-492f-a098-857b5dbb17e5,0.06380066668978035,s3,s10,1
e7e02dc0-7c36-474e-a749-ab72a6f06e4d,0.06426470502979509,s16,s24,0
55b043ed-0204-4bb9-b318-5318dc8de9ff,0.06474273143549292,s7,s21,0
86dc447c-823b-4442-9549-c48c49406fb1,0.06546213196505235,s16,s5,1
957934c8-354d-40db-9f92-ae974da2f950,0.06621929325581499,s3,s15,1
a4510ab8-465a-4377-9b13-c926c2fb24b7,0.06772724285928033,s3,s13,1
938dc261-e592-41ee-93c5-037c1efabc67,0.06897463696929007,s14,s11,1
164512e7-35f8-467a-a95f-a458a9416241,0.07104149535380522,s18,s24,0
52663c02-1fa8-4c43-b8b3-f6193724d490,0.07296413697340087,s1,s13,1
e5457540-a160-48c4-9030-0aec2a08bf91,0.07664016232922055,s20,s10,0
27d7e3e1-fd53-4423-9791-d22d60345530,0.07798453478560763,s14,s23,0
aca25385-1402-4dce-970a-bf1ebe6a49b6,0.0780762242871269,s13,s12,0
6a2b59e5-6e3e-429c-bd78-a82b32776ff0,0.07846828315995769,s1,s14,0
80094304-8ed8-4520-a484-cdb1d65fc67d,0.0798847657207804,s10,s22,0
ec7beb2f-5c62-488b-a76f-7ef85ee4ef8a,0.08025208412948182,s10,s9,1
16a11be4-65cf-48ba-8310-0b42639e8cc3,0.08201148822981175,s19,s5,0
90cc967f-90a3-402c-b773-eff38dc4d5ab,0.08318854395673148,s5,s21,0
94a8af6a-6663-4c3c-a0f2-16f0dd1b01e0,0.08514704963517117,s0,s23,0
48f7a097-ae43-4317-b7a0-c3b12d5c2416,0.09063825350522148,s20,s17,0
b4f4c3d3-f184-4033-a396-9d41883de99d,0.09081564458814162,s8,s12,0
28cedd78-9e4f-4783-b3c1-cf69eebcb0a9,0.09109821469008272,s3,s9,0
31cabc70-9fd6-4615-8500-8e35f23f5346,0.09133056711960341,s22,s2,0
429653bf-37a2-4dd1-90f1-40e516061b39,0.09133076248554817,s5,s6,0
15394fa2-9855-4838-a750-c53b51c0dea8,0.09138136222007853,s18,s1,1
da2ed384-6e3e-49c0-8f99-251bb3d03e7b,0.09217060566021829,s1,s24,0
c1287486-34ab-4273-a0f9-b1c18b7edf46,0.0925377849387563,s5,s10,0
5847dc6d-cd76-47e4-b942-1cd4c521b407,0.09378191704453798,s15,s3,0
719cdfb2-c4c0-47ef-a144-0bb4a11bb2f4,0.09443856925023786,s9,s15,0
6e87f577-dcda-4c17-8450-9a13fb3c19b9,0.09452588899730019,s16,s17,1
3f4bd028-7c11-4705-9ad0-9c787aa31ea8,0.09488013818592345,s10,s15,1
c3585dd4-6cee-4cde-b326-41168b9bb2da,0.09667105038067758,s1,s5,0
1935fb4c-9455-4003-8a0c-36d5eaab7261,0.097723618811282,s10,s6,0
9dce3d85-404d-4b69-a8f4-7a6f413727bf,0.0979644769384076,s18,s6,0
204afeb4-a96b-42fd-a739-60350639abdd,0.09813258429318417,s3,s17,0
b1cbb5b8-d7d9-43ab-9e70-0fbf94723988,0.09856080139081191,s11,s24,0
4076b4c5-c9e6-4dd5-9f50-0eaf8a3d5602,0.10052665793063387,s13,s6,0
6e4fe863-1c81-49a7-8639-9eb598972fd8,0.10107017028786514,s20,s16,0
